-110.532,446.407,2956.63
0.0782345,-0.516997,-0.852404
-68.8256,888.489,2692.33
-68.8256,888.489,2692.33
-68.8256,888.489,2692.33
-68.8256,888.489,2692.33
3698.66,125.091,-823.684
-0.849349,-0.103092,0.517477
3843.59,-351.12,-680.671
3960.38,161.786,-386.807
3554.07,601.237,-966.141
3436.62,88.4605,-1261.12
89.1193,89.2751,0
89.1193,89.2751,0
601.142,604.703,0
829.64,837.543,0
0,0,0
0.00340295,0,0
1,0,0
1741.09,406.845,2700.79
-0.724994,-0.132368,-0.675915
1449.67,174.663,3058.84
1449.67,174.663,3058.84
1449.67,174.663,3058.84
1449.67,174.663,3058.84
3480.27,-1718.1,-823.461
-0.674326,0.723691,0.146491
3122.64,-2002.21,-1066.06
3477.68,-1824.39,-310.348
3828.83,-1442.55,-580.395
3491.92,-1603.26,-1337.04
88.68,88.1531,0
88.68,88.1531,0
584.848,607.435,0
843.781,853.717,0
0,0,0
0.00361687,0,0
2,0,0
1180.5,412.803,3046.28
-0.525133,-0.0692458,-0.848198
798.085,177.7,3302.23
798.085,177.7,3302.23
798.085,177.7,3302.23
798.085,177.7,3302.23
3828.89,-1158.49,-814.731
-0.850189,0.51436,0.11144
3570.4,-1533.14,-1057.7
3838.22,-1251.65,-313.533
4087.77,-783.901,-568.459
3819.15,-1065.28,-1319.23
91.0177,90.2442,0
91.0177,90.2442,0
585.818,593.531,0
838.193,846.917,0
0,0,0
0.00357834,0,0
3,0,0
-45.1914,447.386,3000.69
0.606484,-0.0996085,-0.788832
-435.843,251.224,2725.12
-435.843,251.224,2725.12
-435.843,251.224,2725.12
-435.843,251.224,2725.12
3750.22,70.4293,-819.812
-0.786377,-0.612949,0.0760563
4025.94,-308.68,-1024.48
3801.93,66.8865,-313.578
3477.52,445.893,-613.53
3695.49,77.6181,-1327.65
90.2102,89.741,0
90.2102,89.741,0
582.136,591.931,0
832.121,835.139,0
0,0,0
0.00383011,0,0
4,0,0
-1168.82,445.262,3288.45
0.78485,-0.160761,-0.59847
-1481.8,236.872,2933.98
-1481.8,236.872,2933.98
-1481.8,236.872,2933.98
-1481.8,236.872,2933.98
4050.81,1186.35,-794.825
-0.593726,-0.792646,0.138124
4408.29,881.744,-1006.41
4126.64,1216.98,-293.241
3702.65,1483.85,-584.074
3965.66,1162.83,-1295.57
90.1833,90.1163,0
90.1833,90.1163,0
579.34,598.897,0
823.76,836.984,0
0,0,0
0.00422541,0,0
5,0,0
