roll,pitch,yaw,x,y,z
-1.68296,0.00265101,-1.48541,0.0681079,-0.0157576,-0.22579
-1.69467,-0.023718,-1.49676,0.0575672,0.0146288,-0.189302
-1.67131,-0.0039893,-1.49021,0.0651414,-0.00460092,-0.252822
-1.69504,-0.0223649,-1.4908,0.0582106,-0.00231665,-0.198586
